value	description	codesystem	code	iri
stratum pyramidale of caudal CA2	stratum pyramidale of caudal CA2	UBERON	0034805	http://purl.obolibrary.org/obo/UBERON_0034805
stratum oriens of caudal CA2	stratum oriens of caudal CA2	UBERON	0034806	http://purl.obolibrary.org/obo/UBERON_0034806
stratum lacunosum-moleculare of caudal CA3	stratum lacunosum-moleculare of caudal CA3	UBERON	0034808	http://purl.obolibrary.org/obo/UBERON_0034808
stratum radiatum of caudal CA3	stratum radiatum of caudal CA3	UBERON	0034809	http://purl.obolibrary.org/obo/UBERON_0034809
stratum lucidum of caudal CA3	stratum lucidum of caudal CA3	UBERON	0034810	http://purl.obolibrary.org/obo/UBERON_0034810
stratum pyramidale of caudal CA3	stratum pyramidale of caudal CA3	UBERON	0034811	http://purl.obolibrary.org/obo/UBERON_0034811
stratum oriens of caudal CA3	stratum oriens of caudal CA3	UBERON	0034812	http://purl.obolibrary.org/obo/UBERON_0034812
stratum lacunosum-moleculare of rostral CA1	stratum lacunosum-moleculare of rostral CA1	UBERON	0034828	http://purl.obolibrary.org/obo/UBERON_0034828
stratum radiatum of rostral CA1	stratum radiatum of rostral CA1	UBERON	0034829	http://purl.obolibrary.org/obo/UBERON_0034829
stratum pyramidale of rostral CA1	stratum pyramidale of rostral CA1	UBERON	0034830	http://purl.obolibrary.org/obo/UBERON_0034830
stratum oriens of rostral CA1	stratum oriens of rostral CA1	UBERON	0034831	http://purl.obolibrary.org/obo/UBERON_0034831
stratum lacunosum-moleculare of rostral CA2	stratum lacunosum-moleculare of rostral CA2	UBERON	0034833	http://purl.obolibrary.org/obo/UBERON_0034833
stratum radiatum of rostral CA2	stratum radiatum of rostral CA2	UBERON	0034834	http://purl.obolibrary.org/obo/UBERON_0034834
stratum pyramidale of rostral CA2	stratum pyramidale of rostral CA2	UBERON	0034835	http://purl.obolibrary.org/obo/UBERON_0034835
stratum oriens of rostral CA2	stratum oriens of rostral CA2	UBERON	0034836	http://purl.obolibrary.org/obo/UBERON_0034836
stratum lacunosum-moleculare of rostral CA3	stratum lacunosum-moleculare of rostral CA3	UBERON	0034838	http://purl.obolibrary.org/obo/UBERON_0034838
stratum radiatum of rostral CA3	stratum radiatum of rostral CA3	UBERON	0034839	http://purl.obolibrary.org/obo/UBERON_0034839
stratum lucidum of rostral CA3	stratum lucidum of rostral CA3	UBERON	0034840	http://purl.obolibrary.org/obo/UBERON_0034840
stratum pyramidale of rostral CA3	stratum pyramidale of rostral CA3	UBERON	0034841	http://purl.obolibrary.org/obo/UBERON_0034841
stratum oriens of rostral CA3	stratum oriens of rostral CA3	UBERON	0034842	http://purl.obolibrary.org/obo/UBERON_0034842
stratum lacunosum-moleculare of uncal CA1	stratum lacunosum-moleculare of uncal CA1	UBERON	0034858	http://purl.obolibrary.org/obo/UBERON_0034858
stratum radiatum of uncal CA1	stratum radiatum of uncal CA1	UBERON	0034859	http://purl.obolibrary.org/obo/UBERON_0034859
stratum pyramidale of uncal CA1	stratum pyramidale of uncal CA1	UBERON	0034860	http://purl.obolibrary.org/obo/UBERON_0034860
stratum oriens of uncal CA1	stratum oriens of uncal CA1	UBERON	0034861	http://purl.obolibrary.org/obo/UBERON_0034861
stratum lacunosum-moleculare of uncal CA2	stratum lacunosum-moleculare of uncal CA2	UBERON	0034863	http://purl.obolibrary.org/obo/UBERON_0034863
stratum radiatum of uncal CA2	stratum radiatum of uncal CA2	UBERON	0034864	http://purl.obolibrary.org/obo/UBERON_0034864
stratum pyramidale of uncal CA2	stratum pyramidale of uncal CA2	UBERON	0034865	http://purl.obolibrary.org/obo/UBERON_0034865
stratum oriens of uncal CA2	stratum oriens of uncal CA2	UBERON	0034866	http://purl.obolibrary.org/obo/UBERON_0034866
stratum lacunosum-moleculare of uncal CA3	stratum lacunosum-moleculare of uncal CA3	UBERON	0034868	http://purl.obolibrary.org/obo/UBERON_0034868
stratum radiatum of uncal CA3	stratum radiatum of uncal CA3	UBERON	0034869	http://purl.obolibrary.org/obo/UBERON_0034869
stratum lucidum of uncal CA3	stratum lucidum of uncal CA3	UBERON	0034870	http://purl.obolibrary.org/obo/UBERON_0034870
stratum pyramidale of uncal CA3	stratum pyramidale of uncal CA3	UBERON	0034871	http://purl.obolibrary.org/obo/UBERON_0034871
stratum oriens of uncal CA3	stratum oriens of uncal CA3	UBERON	0034872	http://purl.obolibrary.org/obo/UBERON_0034872
bodily gas	bodily gas	UBERON	0034873	http://purl.obolibrary.org/obo/UBERON_0034873
air in respiratory system	air in respiratory system	UBERON	0034874	http://purl.obolibrary.org/obo/UBERON_0034874
future pituitary gland	future pituitary gland	UBERON	0034875	http://purl.obolibrary.org/obo/UBERON_0034875
future neurohypophysis	future neurohypophysis	UBERON	0034876	http://purl.obolibrary.org/obo/UBERON_0034876
angioblastic cord	angioblastic cord	UBERON	0034877	http://purl.obolibrary.org/obo/UBERON_0034877
prechordal mesoderm	prechordal mesoderm	UBERON	0034878	http://purl.obolibrary.org/obo/UBERON_0034878
juxtaglomerular arteriole	juxtaglomerular arteriole	UBERON	0034884	http://purl.obolibrary.org/obo/UBERON_0034884
viscerocranial mucosa	viscerocranial mucosa	UBERON	0034885	http://purl.obolibrary.org/obo/UBERON_0034885
primary motor cortex layer 1	primary motor cortex layer 1	UBERON	0034888	http://purl.obolibrary.org/obo/UBERON_0034888
posterior parietal cortex	posterior parietal cortex	UBERON	0034889	http://purl.obolibrary.org/obo/UBERON_0034889
insular cortex	insular cortex	UBERON	0034891	http://purl.obolibrary.org/obo/UBERON_0034891
granular insular cortex	granular insular cortex	UBERON	0034892	http://purl.obolibrary.org/obo/UBERON_0034892
agranular insular cortex	agranular insular cortex	UBERON	0034893	http://purl.obolibrary.org/obo/UBERON_0034893
lateral nucleus of stria terminalis	lateral nucleus of stria terminalis	UBERON	0034894	http://purl.obolibrary.org/obo/UBERON_0034894
