value_en	description_en	codesystem	code	description_code	iri
trunk and cervical myotome group	trunk and cervical myotome group	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0010963
abductor hyohyoid	abductor hyohyoid	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	2000462
visceral hump	visceral hump	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0008937
cud	cud	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0012114
subdivision of digestive tract	subdivision of digestive tract	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004921
tonsillar pillar	tonsillar pillar	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0036274
intrapulmonary bronchus	intrapulmonary bronchus	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0035767
caput epididymis	caput epididymis	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004358
bulbus cordis	bulbus cordis	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004706
limiting layer of elasmoid scale	limiting layer of elasmoid scale	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	4000105
cortical subplate	cortical subplate	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0004035
foramen perilymphaticum	foramen perilymphaticum	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3000192
primary motor cortex	primary motor cortex	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	0001384
M. extensor cruris brevis	M. extensor cruris brevis	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	3010089
glossopharyngeal nerve foramen	glossopharyngeal nerve foramen	Biological entity that constitutes the structural organization of an individual member of a biological species.	UBERON	4300132
